KEGGgene	Module	Organism
reh:H16_B1395	md:reh_M00532	Cupriavidus
reh:PHG427	md:reh_M00532	Cupriavidus
reh:H16_B1394	md:reh_M00532	Cupriavidus
reh:PHG426	md:reh_M00532	Cupriavidus
reh:H16_B1428	md:reh_M00532	Cupriavidus
reh:H16_A3109	md:reh_M00532	Cupriavidus
reh:H16_A2834	md:reh_M00532	Cupriavidus
reh:H16_B1170	md:reh_M00532	Cupriavidus
reh:H16_A3621	md:reh_M00532	Cupriavidus
reh:H16_A3619	md:reh_M00532	Cupriavidus
reh:H16_A1377	md:reh_M00532	Cupriavidus
reh:H16_A2323	md:reh_M00532	Cupriavidus
reh:H16_B1098	md:reh_M00532	Cupriavidus
reh:H16_A3620	md:reh_M00532	Cupriavidus
reh:H16_A0624	md:reh_M00533	Cupriavidus
reh:H16_B1250	md:reh_M00533	Cupriavidus
reh:H16_A1631	md:reh_M00534	Cupriavidus
reh:H16_B2275	md:reh_M00535	Cupriavidus
reh:H16_B0052	md:reh_M00535	Cupriavidus
reh:H16_A2621	md:reh_M00535	Cupriavidus
reh:H16_A1236	md:reh_M00535	Cupriavidus
reh:H16_A1549	md:reh_M00535	Cupriavidus
reh:H16_B2276	md:reh_M00535	Cupriavidus
reh:H16_B0051	md:reh_M00535	Cupriavidus
reh:H16_A2620	md:reh_M00535	Cupriavidus
reh:H16_A1237	md:reh_M00535	Cupriavidus
reh:H16_A1550	md:reh_M00535	Cupriavidus
reh:H16_A2619	md:reh_M00535	Cupriavidus
reh:H16_A1772	md:reh_M00537	Cupriavidus
reh:H16_A1114	md:reh_M00537	Cupriavidus
reh:H16_A1772	md:reh_M00538	Cupriavidus
reh:H16_A1114	md:reh_M00538	Cupriavidus
reh:H16_B1693	md:reh_M00540	Cupriavidus
reh:H16_B1694	md:reh_M00540	Cupriavidus
reh:H16_B1696	md:reh_M00540	Cupriavidus
reh:H16_B1695	md:reh_M00540	Cupriavidus
reh:H16_B1518	md:reh_M00545	Cupriavidus
reh:H16_B0803	md:reh_M00545	Cupriavidus
reh:H16_A1630	md:reh_M00545	Cupriavidus
reh:H16_B0802	md:reh_M00545	Cupriavidus
reh:H16_B1546	md:reh_M00545	Cupriavidus
reh:H16_B2557	md:reh_M00545	Cupriavidus
reh:H16_B0971	md:reh_M00545	Cupriavidus
reh:H16_B0884	md:reh_M00545	Cupriavidus
reh:H16_B0552	md:reh_M00545	Cupriavidus
reh:H16_A1807	md:reh_M00545	Cupriavidus
reh:H16_B0551	md:reh_M00545	Cupriavidus
reh:H16_A1806	md:reh_M00545	Cupriavidus
reh:H16_A3371	md:reh_M00546	Cupriavidus
reh:H16_A1017	md:reh_M00546	Cupriavidus
reh:H16_A1016	md:reh_M00546	Cupriavidus
reh:H16_B1898	md:reh_M00546	Cupriavidus
reh:H16_B1897	md:reh_M00546	Cupriavidus
reh:H16_B1896	md:reh_M00546	Cupriavidus
reh:H16_A1586	md:reh_M00546	Cupriavidus
reh:H16_B0995	md:reh_M00546	Cupriavidus
reh:H16_A1009	md:reh_M00546	Cupriavidus
reh:H16_B0994	md:reh_M00546	Cupriavidus
reh:H16_A1005	md:reh_M00546	Cupriavidus
reh:H16_B2460	md:reh_M00546	Cupriavidus
reh:H16_B0539	md:reh_M00548	Cupriavidus
reh:H16_B0540	md:reh_M00548	Cupriavidus
reh:H16_B0541	md:reh_M00548	Cupriavidus
reh:H16_B0542	md:reh_M00548	Cupriavidus
reh:H16_B0543	md:reh_M00548	Cupriavidus
reh:H16_B0544	md:reh_M00548	Cupriavidus
reh:H16_B2564	md:reh_M00549	Cupriavidus
reh:H16_A2885	md:reh_M00549	Cupriavidus
reh:H16_A1847	md:reh_M00549	Cupriavidus
reh:H16_A2752	md:reh_M00549	Cupriavidus
reh:H16_A1963	md:reh_M00551	Cupriavidus
reh:H16_A1962	md:reh_M00551	Cupriavidus
reh:H16_A1961	md:reh_M00551	Cupriavidus
reh:H16_A1960	md:reh_M00551	Cupriavidus
reh:H16_A3146	md:reh_M00552	Cupriavidus
reh:H16_B1386	md:reh_M00552	Cupriavidus
reh:PHG418	md:reh_M00552	Cupriavidus
reh:H16_A0566	md:reh_M00552	Cupriavidus
reh:H16_B1385	md:reh_M00552	Cupriavidus
reh:PHG417	md:reh_M00552	Cupriavidus
reh:H16_B2131	md:reh_M00555	Cupriavidus
reh:H16_A3663	md:reh_M00555	Cupriavidus
reh:H16_A3737	md:reh_M00555	Cupriavidus
reh:H16_B1851	md:reh_M00555	Cupriavidus
reh:H16_A2735	md:reh_M00555	Cupriavidus
reh:H16_B2130	md:reh_M00555	Cupriavidus
reh:H16_B1559	md:reh_M00565	Cupriavidus
reh:H16_B1560	md:reh_M00565	Cupriavidus
reh:H16_B1564	md:reh_M00565	Cupriavidus
reh:H16_B1563	md:reh_M00565	Cupriavidus
reh:H16_A1964	md:reh_M00568	Cupriavidus
reh:H16_A0633	md:reh_M00568	Cupriavidus
reh:H16_A1966	md:reh_M00568	Cupriavidus
reh:H16_B0536	md:reh_M00568	Cupriavidus
reh:PHG405	md:reh_M00568	Cupriavidus
reh:PHG394	md:reh_M00568	Cupriavidus
reh:H16_B1584	md:reh_M00568	Cupriavidus
reh:H16_A1967	md:reh_M00568	Cupriavidus
reh:PHG384	md:reh_M00568	Cupriavidus
reh:PHG404	md:reh_M00568	Cupriavidus
reh:H16_A0147	md:reh_M00568	Cupriavidus
reh:H16_B1583	md:reh_M00568	Cupriavidus
reh:H16_A1968	md:reh_M00568	Cupriavidus
reh:H16_B2288	md:reh_M00568	Cupriavidus
reh:H16_B0546	md:reh_M00569	Cupriavidus
reh:H16_B0547	md:reh_M00569	Cupriavidus
reh:H16_A3184	md:reh_M00569	Cupriavidus
reh:H16_B0550	md:reh_M00569	Cupriavidus
reh:H16_A2763	md:reh_M00569	Cupriavidus
reh:H16_B0549	md:reh_M00569	Cupriavidus
reh:H16_B0597	md:reh_M00569	Cupriavidus
reh:H16_B0548	md:reh_M00569	Cupriavidus
reh:H16_B0884	md:reh_M00569	Cupriavidus
reh:H16_B0595	md:reh_M00569	Cupriavidus
reh:H16_B0552	md:reh_M00569	Cupriavidus
reh:H16_A1807	md:reh_M00569	Cupriavidus
reh:H16_B0596	md:reh_M00569	Cupriavidus
reh:H16_B0551	md:reh_M00569	Cupriavidus
reh:H16_A1806	md:reh_M00569	Cupriavidus
reh:H16_B0620	md:reh_M00570	Cupriavidus
reh:H16_A0427	md:reh_M00570	Cupriavidus
reh:H16_A1035	md:reh_M00570	Cupriavidus
reh:H16_B0313	md:reh_M00570	Cupriavidus
reh:H16_A2231	md:reh_M00570	Cupriavidus
reh:H16_B0589	md:reh_M00570	Cupriavidus
reh:H16_B0735	md:reh_M00570	Cupriavidus
reh:H16_B2452	md:reh_M00570	Cupriavidus
reh:H16_A1036	md:reh_M00570	Cupriavidus
reh:H16_A1037	md:reh_M00570	Cupriavidus
reh:H16_A2987	md:reh_M00570	Cupriavidus
reh:H16_B0280	md:reh_M00570	Cupriavidus
reh:H16_A0561	md:reh_M00570	Cupriavidus
reh:H16_A0340	md:reh_M00572	Cupriavidus
reh:H16_B1667	md:reh_M00572	Cupriavidus
reh:H16_A2565	md:reh_M00572	Cupriavidus
reh:H16_A1287	md:reh_M00572	Cupriavidus
reh:H16_A2567	md:reh_M00572	Cupriavidus
reh:H16_B1798	md:reh_M00572	Cupriavidus
reh:H16_B0385	md:reh_M00572	Cupriavidus
reh:H16_B2510	md:reh_M00572	Cupriavidus
reh:H16_B1904	md:reh_M00572	Cupriavidus
reh:H16_B0361	md:reh_M00572	Cupriavidus
reh:H16_B0666	md:reh_M00572	Cupriavidus
reh:H16_A0743	md:reh_M00572	Cupriavidus
reh:H16_B0101	md:reh_M00572	Cupriavidus
reh:H16_A0931	md:reh_M00572	Cupriavidus
reh:H16_A3164	md:reh_M00572	Cupriavidus
reh:H16_A0849	md:reh_M00572	Cupriavidus
reh:H16_B1834	md:reh_M00572	Cupriavidus
reh:H16_A2473	md:reh_M00572	Cupriavidus
reh:H16_A2044	md:reh_M00572	Cupriavidus
reh:H16_A2410	md:reh_M00572	Cupriavidus
reh:H16_B1629	md:reh_M00572	Cupriavidus
reh:H16_A0181	md:reh_M00573	Cupriavidus
reh:H16_A0182	md:reh_M00573	Cupriavidus
reh:H16_A0183	md:reh_M00573	Cupriavidus
reh:H16_B2312	md:reh_M00575	Cupriavidus
reh:H16_A2684	md:reh_M00575	Cupriavidus
reh:H16_B2309	md:reh_M00575	Cupriavidus
reh:H16_B2311	md:reh_M00575	Cupriavidus
reh:H16_A2686	md:reh_M00575	Cupriavidus
reh:H16_A2879	md:reh_M00575	Cupriavidus
reh:H16_A0181	md:reh_M00577	Cupriavidus
reh:H16_A0180	md:reh_M00577	Cupriavidus
reh:H16_A0182	md:reh_M00577	Cupriavidus
reh:H16_A0183	md:reh_M00577	Cupriavidus
reh:H16_B1631	md:reh_M00579	Cupriavidus
reh:H16_B1871	md:reh_M00579	Cupriavidus
reh:H16_B1630	md:reh_M00579	Cupriavidus
reh:H16_A0670	md:reh_M00579	Cupriavidus
reh:H16_A2345	md:reh_M00580	Cupriavidus
reh:H16_A3566	md:reh_M00595	Cupriavidus
reh:H16_A3565	md:reh_M00595	Cupriavidus
reh:H16_A3563	md:reh_M00595	Cupriavidus
reh:H16_A3572	md:reh_M00595	Cupriavidus
reh:H16_B2222	md:reh_M00595	Cupriavidus
reh:H16_A3571	md:reh_M00595	Cupriavidus
reh:H16_B2221	md:reh_M00595	Cupriavidus
reh:H16_B1045	md:reh_M00595	Cupriavidus
reh:H16_A3569	md:reh_M00595	Cupriavidus
reh:H16_A3568	md:reh_M00595	Cupriavidus
reh:H16_A1975	md:reh_M00609	Cupriavidus
reh:H16_A0230	md:reh_M00609	Cupriavidus
reh:H16_A3337	md:reh_M00609	Cupriavidus
reh:H16_B2264	md:reh_M00615	Cupriavidus
reh:H16_B0780	md:reh_M00615	Cupriavidus
reh:H16_B2263	md:reh_M00615	Cupriavidus
reh:PHG268	md:reh_M00615	Cupriavidus
reh:PHG269	md:reh_M00615	Cupriavidus
reh:H16_A0359	md:reh_M00615	Cupriavidus
reh:H16_A0358	md:reh_M00615	Cupriavidus
reh:H16_A0357	md:reh_M00615	Cupriavidus
reh:H16_A2247	md:reh_M00616	Cupriavidus
reh:H16_A2239	md:reh_M00616	Cupriavidus
reh:H16_A2238	md:reh_M00616	Cupriavidus
reh:H16_A2237	md:reh_M00616	Cupriavidus
reh:H16_A2634	md:reh_M00620	Cupriavidus
reh:H16_A0548	md:reh_M00620	Cupriavidus
reh:H16_A0547	md:reh_M00620	Cupriavidus
reh:H16_A0921	md:reh_M00622	Cupriavidus
reh:H16_A0920	md:reh_M00622	Cupriavidus
reh:H16_A0922	md:reh_M00622	Cupriavidus
reh:H16_A0925	md:reh_M00622	Cupriavidus
reh:H16_B0813	md:reh_M00622	Cupriavidus
reh:H16_A0924	md:reh_M00622	Cupriavidus
reh:H16_B0812	md:reh_M00622	Cupriavidus
reh:H16_A0926	md:reh_M00622	Cupriavidus
reh:H16_B0814	md:reh_M00622	Cupriavidus
reh:H16_A0923	md:reh_M00622	Cupriavidus
reh:H16_B0811	md:reh_M00622	Cupriavidus
reh:H16_A0069	md:reh_M00622	Cupriavidus
reh:H16_A2758	md:reh_M00631	Cupriavidus
reh:H16_B0321	md:reh_M00631	Cupriavidus
reh:H16_A1259	md:reh_M00631	Cupriavidus
reh:H16_A1258	md:reh_M00631	Cupriavidus
reh:H16_B1212	md:reh_M00631	Cupriavidus
reh:H16_B1812	md:reh_M00631	Cupriavidus
reh:H16_B1213	md:reh_M00631	Cupriavidus
reh:H16_A2863	md:reh_M00632	Cupriavidus
reh:H16_B0226	md:reh_M00632	Cupriavidus
reh:H16_B0283	md:reh_M00632	Cupriavidus
reh:H16_B0801	md:reh_M00637	Cupriavidus
reh:H16_B0800	md:reh_M00637	Cupriavidus
reh:H16_A1633	md:reh_M00638	Cupriavidus
reh:H16_A1632	md:reh_M00638	Cupriavidus
reh:H16_A1631	md:reh_M00638	Cupriavidus
reh:H16_A1467	md:reh_M00642	Cupriavidus
reh:H16_B0787	md:reh_M00642	Cupriavidus
reh:H16_A3355	md:reh_M00642	Cupriavidus
reh:H16_A3731	md:reh_M00642	Cupriavidus
reh:H16_B0787	md:reh_M00643	Cupriavidus
reh:H16_A3355	md:reh_M00643	Cupriavidus
reh:H16_A3731	md:reh_M00643	Cupriavidus
reh:H16_A2879	md:reh_M00696	Cupriavidus
reh:H16_B0125	md:reh_M00697	Cupriavidus
reh:H16_B1086	md:reh_M00697	Cupriavidus
reh:H16_A2879	md:reh_M00697	Cupriavidus
reh:H16_B1113	md:reh_M00698	Cupriavidus
reh:H16_A1769	md:reh_M00698	Cupriavidus
reh:H16_B1114	md:reh_M00698	Cupriavidus
reh:H16_B1115	md:reh_M00698	Cupriavidus
reh:H16_A3357	md:reh_M00718	Cupriavidus
reh:H16_A3729	md:reh_M00718	Cupriavidus
reh:H16_A3356	md:reh_M00718	Cupriavidus
reh:H16_A3730	md:reh_M00718	Cupriavidus
reh:H16_B0787	md:reh_M00718	Cupriavidus
reh:H16_A3355	md:reh_M00718	Cupriavidus
reh:H16_A3731	md:reh_M00718	Cupriavidus
reh:H16_B1689	md:reh_M00736	Cupriavidus
reh:H16_A1229	md:reh_M00740	Cupriavidus
reh:H16_A2627	md:reh_M00740	Cupriavidus
reh:H16_B0414	md:reh_M00740	Cupriavidus
reh:H16_B2211	md:reh_M00740	Cupriavidus
reh:H16_B0357	md:reh_M00740	Cupriavidus
reh:H16_A2638	md:reh_M00740	Cupriavidus
reh:H16_A3056	md:reh_M00740	Cupriavidus
reh:H16_B1931	md:reh_M00740	Cupriavidus
reh:H16_A0471	md:reh_M00740	Cupriavidus
reh:H16_B0354	md:reh_M00740	Cupriavidus
reh:H16_A2634	md:reh_M00740	Cupriavidus
reh:H16_B1757	md:reh_M00741	Cupriavidus
reh:H16_A1949	md:reh_M00741	Cupriavidus
reh:H16_B1842	md:reh_M00741	Cupriavidus
reh:H16_B1841	md:reh_M00741	Cupriavidus
reh:H16_B1646	md:reh_M00745	Cupriavidus
reh:H16_B2187	md:reh_M00745	Cupriavidus
reh:H16_A2168	md:reh_M00745	Cupriavidus
reh:H16_B1647	md:reh_M00745	Cupriavidus
reh:H16_A2167	md:reh_M00745	Cupriavidus
reh:H16_B2186	md:reh_M00745	Cupriavidus
reh:H16_B1640	md:reh_M00761	Cupriavidus
reh:H16_B1643	md:reh_M00761	Cupriavidus
reh:H16_A3667	md:reh_M00769	Cupriavidus
reh:H16_A1864	md:reh_M00793	Cupriavidus
reh:H16_A2907	md:reh_M00793	Cupriavidus
reh:H16_A1851	md:reh_M00793	Cupriavidus
reh:H16_A2909	md:reh_M00793	Cupriavidus
reh:H16_A1848	md:reh_M00793	Cupriavidus
reh:H16_A2906	md:reh_M00793	Cupriavidus
reh:H16_A1850	md:reh_M00793	Cupriavidus
reh:H16_A2908	md:reh_M00793	Cupriavidus
reh:H16_B2265	md:reh_M00804	Cupriavidus
reh:PHG270	md:reh_M00804	Cupriavidus
reh:H16_B2266	md:reh_M00804	Cupriavidus
reh:PHG271	md:reh_M00804	Cupriavidus
reh:H16_A0578	md:reh_M00835	Cupriavidus
reh:H16_A2854	md:reh_M00840	Cupriavidus
reh:H16_B0632	md:reh_M00840	Cupriavidus
reh:H16_A0259	md:reh_M00840	Cupriavidus
reh:H16_A2704	md:reh_M00840	Cupriavidus
reh:H16_B1967	md:reh_M00841	Cupriavidus
reh:H16_A2610	md:reh_M00841	Cupriavidus
reh:H16_B1967	md:reh_M00842	Cupriavidus
reh:H16_A1924	md:reh_M00842	Cupriavidus
reh:H16_B1967	md:reh_M00843	Cupriavidus
reh:H16_A1924	md:reh_M00843	Cupriavidus
reh:H16_A3063	md:reh_M00844	Cupriavidus
reh:H16_B2531	md:reh_M00844	Cupriavidus
reh:H16_A2925	md:reh_M00844	Cupriavidus
reh:H16_A0220	md:reh_M00845	Cupriavidus
reh:H16_B0337	md:reh_M00845	Cupriavidus
reh:H16_A3025	md:reh_M00845	Cupriavidus
reh:H16_A1454	md:reh_M00845	Cupriavidus
reh:H16_B0459	md:reh_M00845	Cupriavidus
reh:H16_B2531	md:reh_M00845	Cupriavidus
reh:H16_A2925	md:reh_M00845	Cupriavidus
reh:H16_A3339	md:reh_M00846	Cupriavidus
reh:H16_A0734	md:reh_M00846	Cupriavidus
reh:H16_A3453	md:reh_M00846	Cupriavidus
reh:H16_A2920	md:reh_M00846	Cupriavidus
reh:H16_A2919	md:reh_M00846	Cupriavidus
reh:H16_A2994	md:reh_M00846	Cupriavidus
reh:H16_B2285	md:reh_M00846	Cupriavidus
reh:H16_A2919	md:reh_M00846	Cupriavidus
reh:H16_B2281	md:reh_M00847	Cupriavidus
reh:H16_B2280	md:reh_M00847	Cupriavidus
reh:H16_B2282	md:reh_M00847	Cupriavidus
reh:H16_A1297	md:reh_M00849	Cupriavidus
reh:H16_A1438	md:reh_M00849	Cupriavidus
reh:H16_A1445	md:reh_M00849	Cupriavidus
reh:H16_A1528	md:reh_M00849	Cupriavidus
reh:H16_A2148	md:reh_M00849	Cupriavidus
reh:H16_B1369	md:reh_M00849	Cupriavidus
reh:H16_A1887	md:reh_M00849	Cupriavidus
reh:H16_A0867	md:reh_M00849	Cupriavidus
reh:H16_A0868	md:reh_M00849	Cupriavidus
reh:H16_A0872	md:reh_M00849	Cupriavidus
reh:H16_A1713	md:reh_M00849	Cupriavidus
reh:H16_A1720	md:reh_M00849	Cupriavidus
reh:H16_A0170	md:reh_M00849	Cupriavidus
reh:H16_B0662	md:reh_M00849	Cupriavidus
reh:H16_B0668	md:reh_M00849	Cupriavidus
reh:H16_B0759	md:reh_M00849	Cupriavidus
reh:H16_B0406	md:reh_M00849	Cupriavidus
reh:H16_B0381	md:reh_M00849	Cupriavidus
reh:H16_B0380	md:reh_M00849	Cupriavidus
reh:H16_B1771	md:reh_M00849	Cupriavidus
reh:H16_A2752	md:reh_M00854	Cupriavidus
reh:H16_B1559	md:reh_M00854	Cupriavidus
reh:H16_B1562	md:reh_M00855	Cupriavidus
reh:H16_B1561	md:reh_M00855	Cupriavidus
reh:H16_A2885	md:reh_M00855	Cupriavidus
reh:H16_A1847	md:reh_M00855	Cupriavidus
reh:H16_A2043	md:reh_M00866	Cupriavidus
reh:H16_A3266	md:reh_M00866	Cupriavidus
reh:H16_A2045	md:reh_M00866	Cupriavidus
reh:H16_A1217	md:reh_M00866	Cupriavidus
reh:H16_A2042	md:reh_M00866	Cupriavidus
reh:H16_A0606	md:reh_M00866	Cupriavidus
reh:H16_A2883	md:reh_M00866	Cupriavidus
reh:H16_B0917	md:reh_M00866	Cupriavidus
reh:H16_A0228	md:reh_M00866	Cupriavidus
reh:H16_A0229	md:reh_M00866	Cupriavidus
reh:H16_A3453	md:reh_M00868	Cupriavidus
reh:H16_A2920	md:reh_M00868	Cupriavidus
reh:H16_A3633	md:reh_M00868	Cupriavidus
reh:H16_A0914	md:reh_M00868	Cupriavidus
reh:H16_B2453	md:reh_M00868	Cupriavidus
reh:H16_A1134	md:reh_M00868	Cupriavidus
reh:H16_A2568	md:reh_M00873	Cupriavidus
reh:H16_A2565	md:reh_M00873	Cupriavidus
reh:H16_A2568	md:reh_M00874	Cupriavidus
reh:H16_A2565	md:reh_M00874	Cupriavidus
reh:H16_A1287	md:reh_M00874	Cupriavidus
reh:H16_A2567	md:reh_M00874	Cupriavidus
reh:H16_B1798	md:reh_M00874	Cupriavidus
reh:H16_B0385	md:reh_M00874	Cupriavidus
reh:H16_B2510	md:reh_M00874	Cupriavidus
reh:H16_B1904	md:reh_M00874	Cupriavidus
reh:H16_B0361	md:reh_M00874	Cupriavidus
reh:H16_B0666	md:reh_M00874	Cupriavidus
reh:H16_A0743	md:reh_M00874	Cupriavidus
reh:H16_B0101	md:reh_M00874	Cupriavidus
reh:H16_A0931	md:reh_M00874	Cupriavidus
reh:H16_A3164	md:reh_M00874	Cupriavidus
reh:H16_A0849	md:reh_M00874	Cupriavidus
reh:H16_B1834	md:reh_M00874	Cupriavidus
reh:H16_A2473	md:reh_M00874	Cupriavidus
reh:H16_B1357	md:reh_M00878	Cupriavidus
reh:H16_A3313	md:reh_M00878	Cupriavidus
reh:H16_A0291	md:reh_M00878	Cupriavidus
reh:H16_A3520	md:reh_M00878	Cupriavidus
reh:H16_B1363	md:reh_M00878	Cupriavidus
reh:H16_A3521	md:reh_M00878	Cupriavidus
reh:H16_B1362	md:reh_M00878	Cupriavidus
reh:H16_A3522	md:reh_M00878	Cupriavidus
reh:H16_B1361	md:reh_M00878	Cupriavidus
reh:H16_A3523	md:reh_M00878	Cupriavidus
reh:H16_B1360	md:reh_M00878	Cupriavidus
reh:H16_B1359	md:reh_M00878	Cupriavidus
reh:H16_A3524	md:reh_M00878	Cupriavidus
reh:H16_A3311	md:reh_M00878	Cupriavidus
reh:H16_A3593	md:reh_M00878	Cupriavidus
reh:H16_B0657	md:reh_M00878	Cupriavidus
reh:H16_A0142	md:reh_M00878	Cupriavidus
reh:H16_A1889	md:reh_M00878	Cupriavidus
reh:H16_B0659	md:reh_M00878	Cupriavidus
reh:H16_A3307	md:reh_M00878	Cupriavidus
reh:H16_A1102	md:reh_M00878	Cupriavidus
reh:H16_A0282	md:reh_M00878	Cupriavidus
reh:H16_B1466	md:reh_M00880	Cupriavidus
reh:H16_A2581	md:reh_M00880	Cupriavidus
reh:H16_A0554	md:reh_M00880	Cupriavidus
reh:H16_A2262	md:reh_M00880	Cupriavidus
reh:H16_A2707	md:reh_M00880	Cupriavidus
reh:H16_A2264	md:reh_M00880	Cupriavidus
reh:H16_B1469	md:reh_M00880	Cupriavidus
reh:H16_A2583	md:reh_M00880	Cupriavidus
reh:H16_A0122	md:reh_M00881	Cupriavidus
reh:H16_A0123	md:reh_M00881	Cupriavidus
reh:H16_A0123	md:reh_M00882	Cupriavidus
reh:H16_A0123	md:reh_M00883	Cupriavidus
reh:H16_A0123	md:reh_M00884	Cupriavidus
reh:H16_A0237	md:reh_M00895	Cupriavidus
reh:H16_A0236	md:reh_M00895	Cupriavidus
reh:H16_A0238	md:reh_M00895	Cupriavidus
reh:H16_A0235	md:reh_M00895	Cupriavidus
reh:H16_A0243	md:reh_M00895	Cupriavidus
reh:H16_A0239	md:reh_M00895	Cupriavidus
reh:H16_A3154	md:reh_M00895	Cupriavidus
reh:H16_A0235	md:reh_M00896	Cupriavidus
reh:H16_A0243	md:reh_M00896	Cupriavidus
reh:H16_A0239	md:reh_M00896	Cupriavidus
reh:H16_A3154	md:reh_M00896	Cupriavidus
reh:H16_A0235	md:reh_M00897	Cupriavidus
reh:H16_A0243	md:reh_M00899	Cupriavidus
reh:H16_A0239	md:reh_M00899	Cupriavidus
reh:H16_B2564	md:reh_M00909	Cupriavidus
reh:H16_A1502	md:reh_M00909	Cupriavidus
reh:H16_B1502	md:reh_M00909	Cupriavidus
reh:H16_A0263	md:reh_M00909	Cupriavidus
reh:H16_A0315	md:reh_M00909	Cupriavidus
reh:H16_A2445	md:reh_M00909	Cupriavidus
reh:H16_A0262	md:reh_M00909	Cupriavidus
reh:H16_B1576	md:reh_M00911	Cupriavidus
reh:H16_B1223	md:reh_M00911	Cupriavidus
reh:H16_A2855	md:reh_M00911	Cupriavidus
reh:H16_A2849	md:reh_M00911	Cupriavidus
reh:H16_B1418	md:reh_M00912	Cupriavidus
reh:H16_A2816	md:reh_M00912	Cupriavidus
reh:H16_B1997	md:reh_M00912	Cupriavidus
reh:H16_A2814	md:reh_M00912	Cupriavidus
reh:H16_A2815	md:reh_M00912	Cupriavidus
reh:H16_A3037	md:reh_M00912	Cupriavidus
reh:H16_B0560	md:reh_M00912	Cupriavidus
reh:H16_A0913	md:reh_M00912	Cupriavidus
reh:H16_A0749	md:reh_M00912	Cupriavidus
reh:H16_A3084	md:reh_M00913	Cupriavidus
reh:H16_A1715	md:reh_M00913	Cupriavidus
reh:H16_B1769	md:reh_M00913	Cupriavidus
reh:H16_B1719	md:reh_M00913	Cupriavidus
reh:H16_B1534	md:reh_M00913	Cupriavidus
reh:H16_A0745	md:reh_M00913	Cupriavidus
reh:H16_B0737	md:reh_M00913	Cupriavidus
reh:H16_B0421	md:reh_M00913	Cupriavidus
reh:H16_B2444	md:reh_M00913	Cupriavidus
reh:H16_B1735	md:reh_M00913	Cupriavidus
reh:H16_B1751	md:reh_M00913	Cupriavidus
reh:H16_B1835	md:reh_M00913	Cupriavidus
reh:H16_A3345	md:reh_M00913	Cupriavidus
reh:H16_A2959	md:reh_M00913	Cupriavidus
reh:H16_A3084	md:reh_M00914	Cupriavidus
reh:H16_A1715	md:reh_M00914	Cupriavidus
reh:H16_B1769	md:reh_M00914	Cupriavidus
reh:H16_B1719	md:reh_M00914	Cupriavidus
reh:H16_A3048	md:reh_M00914	Cupriavidus
reh:H16_A2994	md:reh_M00924	Cupriavidus
reh:H16_B2285	md:reh_M00924	Cupriavidus
reh:H16_A2993	md:reh_M00924	Cupriavidus
reh:H16_A2994	md:reh_M00925	Cupriavidus
reh:H16_B2285	md:reh_M00925	Cupriavidus
reh:H16_B1888	md:reh_M00925	Cupriavidus
reh:H16_B1887	md:reh_M00925	Cupriavidus
reh:H16_A3339	md:reh_M00926	Cupriavidus
reh:H16_A0734	md:reh_M00926	Cupriavidus
reh:H16_A3453	md:reh_M00926	Cupriavidus
reh:H16_A2920	md:reh_M00926	Cupriavidus
reh:H16_A3633	md:reh_M00926	Cupriavidus
reh:H16_B2453	md:reh_M00926	Cupriavidus
reh:H16_A1134	md:reh_M00926	Cupriavidus
reh:H16_A2390	md:reh_M00938	Cupriavidus
reh:H16_A3235	md:reh_M00938	Cupriavidus
reh:H16_A3234	md:reh_M00938	Cupriavidus
reh:H16_A1569	md:reh_M00938	Cupriavidus
reh:H16_A2368	md:reh_M00938	Cupriavidus
reh:H16_A3049	md:reh_M00938	Cupriavidus
reh:H16_A2703	md:reh_M00938	Cupriavidus
reh:H16_A1569	md:reh_M00938	Cupriavidus
reh:H16_A2368	md:reh_M00938	Cupriavidus
reh:H16_B1070	md:reh_M00939	Cupriavidus
reh:H16_A1142	md:reh_M00939	Cupriavidus
syf:Synpcc7942_0221	md:syf_M00001	Synechococcus
syf:Synpcc7942_2111	md:syf_M00001	Synechococcus
syf:Synpcc7942_2029	md:syf_M00001	Synechococcus
syf:Synpcc7942_0592	md:syf_M00001	Synechococcus
syf:Synpcc7942_1443	md:syf_M00001	Synechococcus
syf:Synpcc7942_1261	md:syf_M00001	Synechococcus
syf:Synpcc7942_0245	md:syf_M00001	Synechococcus
syf:Synpcc7942_1939	md:syf_M00001	Synechococcus
syf:Synpcc7942_1742	md:syf_M00001	Synechococcus
syf:Synpcc7942_1116	md:syf_M00001	Synechococcus
syf:Synpcc7942_0469	md:syf_M00001	Synechococcus
syf:Synpcc7942_0639	md:syf_M00001	Synechococcus
syf:Synpcc7942_0098	md:syf_M00001	Synechococcus
syf:Synpcc7942_1261	md:syf_M00002	Synechococcus
syf:Synpcc7942_0245	md:syf_M00002	Synechococcus
syf:Synpcc7942_1939	md:syf_M00002	Synechococcus
syf:Synpcc7942_1742	md:syf_M00002	Synechococcus
syf:Synpcc7942_1116	md:syf_M00002	Synechococcus
syf:Synpcc7942_0469	md:syf_M00002	Synechococcus
syf:Synpcc7942_0639	md:syf_M00002	Synechococcus
syf:Synpcc7942_0098	md:syf_M00002	Synechococcus
syf:Synpcc7942_0639	md:syf_M00003	Synechococcus
syf:Synpcc7942_0469	md:syf_M00003	Synechococcus
syf:Synpcc7942_1116	md:syf_M00003	Synechococcus
syf:Synpcc7942_0245	md:syf_M00003	Synechococcus
