KEGGgene	EC	Organism
hpse:HPF_06960	ec:4.2.1.99	Hydrogenophaga
hpse:HPF_07000	ec:4.2.1.3	Hydrogenophaga
hpse:HPF_07025	ec:1.14.13.1	Hydrogenophaga
hpse:HPF_07040	ec:1.13.11.11	Hydrogenophaga
hpse:HPF_07045	ec:3.7.1.3	Hydrogenophaga
hpse:HPF_07050	ec:3.5.1.9	Hydrogenophaga
hpse:HPF_11090	ec:4.1.1.19	Hydrogenophaga
hpse:HPF_11100	ec:6.5.1.1	Hydrogenophaga
hpse:HPF_11100	ec:6.5.1.6	Hydrogenophaga
hpse:HPF_11100	ec:6.5.1.7	Hydrogenophaga
hpse:HPF_11105	ec:1.3.1.9	Hydrogenophaga
hpse:HPF_11105	ec:1.3.1.10	Hydrogenophaga
hpse:HPF_11160	ec:5.4.99.25	Hydrogenophaga
hpse:HPF_11190	ec:7.6.2.9	Hydrogenophaga
hpse:HPF_11220	ec:1.1.1.205	Hydrogenophaga
hpse:HPF_11225	ec:6.3.5.2	Hydrogenophaga
hpse:HPF_11230	ec:3.1.4.58	Hydrogenophaga
hpse:HPF_11235	ec:3.8.1.5	Hydrogenophaga
hpse:HPF_11235	ec:3.5.4.33	Hydrogenophaga
hpse:HPF_11240	ec:3.4.17.13	Hydrogenophaga
hpse:HPF_11255	ec:3.5.1.11	Hydrogenophaga
hpse:HPF_15720	ec:1.3.99.8	Hydrogenophaga
hpse:HPF_15725	ec:1.3.99.8	Hydrogenophaga
hpse:HPF_15730	ec:1.3.99.8	Hydrogenophaga
hpse:HPF_15735	ec:6.2.1.31	Hydrogenophaga
hpse:HPF_15875	ec:3.6.4.12	Hydrogenophaga
hpse:HPF_15925	ec:2.7.1.165	Hydrogenophaga
hpse:HPF_19935	ec:7.5.2.10	Hydrogenophaga
hpse:HPF_01915	ec:1.14.13.244	Hydrogenophaga
hpse:HPF_01915	ec:1.14.13.243	Hydrogenophaga
hpse:HPF_01920	ec:1.14.13.244	Hydrogenophaga
hpse:HPF_01920	ec:1.14.13.243	Hydrogenophaga
hpse:HPF_01925	ec:1.14.13.244	Hydrogenophaga
hpse:HPF_01925	ec:1.14.13.243	Hydrogenophaga
hpse:HPF_01965	ec:3.1.1.45	Hydrogenophaga
hpse:HPF_01980	ec:4.2.1.24	Hydrogenophaga
hpse:HPF_02010	ec:3.4.16.4	Hydrogenophaga
hpse:HPF_02140	ec:2.7.3.9	Hydrogenophaga
hpse:HPF_02160	ec:2.8.1.8	Hydrogenophaga
hpse:HPF_02165	ec:2.3.1.181	Hydrogenophaga
hpse:HPF_06270	ec:1.8.2.6	Hydrogenophaga
hpse:HPF_06290	ec:2.8.5.2	Hydrogenophaga
hpse:HPF_06295	ec:2.8.5.2	Hydrogenophaga
hpse:HPF_06300	ec:3.1.6.20	Hydrogenophaga
hpse:HPF_06310	ec:7.1.1.3	Hydrogenophaga
hpse:HPF_06315	ec:7.1.1.3	Hydrogenophaga
hpse:HPF_06335	ec:2.7.13.3	Hydrogenophaga
hpse:HPF_06415	ec:7.3.2.2	Hydrogenophaga
hpse:HPF_06440	ec:2.7.9.3	Hydrogenophaga
hpse:HPF_06445	ec:3.8.1.2	Hydrogenophaga
hpse:HPF_10560	ec:6.2.1.17	Hydrogenophaga
hpse:HPF_10570	ec:1.2.4.2	Hydrogenophaga
hpse:HPF_10575	ec:2.3.1.61	Hydrogenophaga
hpse:HPF_10580	ec:1.8.1.4	Hydrogenophaga
hpse:HPF_10600	ec:5.4.99.23	Hydrogenophaga
hpse:HPF_10610	ec:5.4.99.22	Hydrogenophaga
hpse:HPF_10615	ec:2.7.4.6	Hydrogenophaga
hpse:HPF_10620	ec:2.1.1.192	Hydrogenophaga
hpse:HPF_10635	ec:1.17.7.1	Hydrogenophaga
hpse:HPF_10635	ec:1.17.7.3	Hydrogenophaga
hpse:HPF_10640	ec:6.1.1.21	Hydrogenophaga
hpse:HPF_10685	ec:6.3.4.4	Hydrogenophaga
hpse:HPF_10705	ec:2.9.1.3	Hydrogenophaga
hpse:HPF_10710	ec:3.1.2.2	Hydrogenophaga
hpse:HPF_10710	ec:3.1.1.2	Hydrogenophaga
hpse:HPF_10710	ec:3.1.1.5	Hydrogenophaga
hpse:HPF_10720	ec:2.1.1.185	Hydrogenophaga
hpse:HPF_10745	ec:1.1.1.100	Hydrogenophaga
hpse:HPF_10750	ec:1.1.1.35	Hydrogenophaga
hpse:HPF_10750	ec:4.2.1.17	Hydrogenophaga
hpse:HPF_10750	ec:5.1.2.3	Hydrogenophaga
hpse:HPF_10755	ec:2.3.1.9	Hydrogenophaga
hpse:HPF_10785	ec:4.1.1.35	Hydrogenophaga
hpse:HPF_19950	ec:5.1.3.3	Hydrogenophaga
hpse:HPF_19955	ec:2.2.1.2	Hydrogenophaga
hpse:HPF_20020	ec:1.14.99.60	Hydrogenophaga
hpse:HPF_20030	ec:4.3.1.19	Hydrogenophaga
hpse:HPF_20035	ec:2.4.2.21	Hydrogenophaga
hpse:HPF_20040	ec:2.7.7.7	Hydrogenophaga
hpse:HPF_20100	ec:7.4.2.8	Hydrogenophaga
hpse:HPF_20110	ec:3.1.3.5	Hydrogenophaga
hpse:HPF_20150	ec:6.3.4.20	Hydrogenophaga
hpse:HPF_15135	ec:2.5.1.18	Hydrogenophaga
hpse:HPF_15140	ec:3.1.3.102	Hydrogenophaga
hpse:HPF_15140	ec:3.1.3.104	Hydrogenophaga
hpse:HPF_15145	ec:4.99.1.1	Hydrogenophaga
hpse:HPF_15145	ec:4.99.1.9	Hydrogenophaga
hpse:HPF_15195	ec:7.2.2.7	Hydrogenophaga
hpse:HPF_15210	ec:7.2.2.7	Hydrogenophaga
hpse:HPF_15250	ec:2.7.13.3	Hydrogenophaga
hpse:HPF_15305	ec:2.7.1.180	Hydrogenophaga
hpse:HPF_15310	ec:1.8.1.2	Hydrogenophaga
hpse:HPF_15325	ec:2.7.13.3	Hydrogenophaga
hpse:HPF_15350	ec:7.2.2.8	Hydrogenophaga
hpse:HPF_15390	ec:2.8.1.7	Hydrogenophaga
hpse:HPF_15390	ec:4.4.1.16	Hydrogenophaga
hpse:HPF_19440	ec:7.6.2.10	Hydrogenophaga
hpse:HPF_19445	ec:3.1.4.46	Hydrogenophaga
hpse:HPF_19455	ec:1.2.1.70	Hydrogenophaga
hpse:HPF_19465	ec:2.1.1.297	Hydrogenophaga
hpse:HPF_19475	ec:3.4.21.53	Hydrogenophaga
hpse:HPF_19485	ec:6.1.1.15	Hydrogenophaga
hpse:HPF_19495	ec:2.7.2.11	Hydrogenophaga
hpse:HPF_19515	ec:2.5.1.90	Hydrogenophaga
hpse:HPF_19540	ec:2.7.1.24	Hydrogenophaga
hpse:HPF_19555	ec:3.6.1.55	Hydrogenophaga
hpse:HPF_19565	ec:2.3.1.35	Hydrogenophaga
hpse:HPF_19565	ec:2.3.1.1	Hydrogenophaga
hpse:HPF_19570	ec:7.4.2.8	Hydrogenophaga
hpse:HPF_19610	ec:7.1.1.8	Hydrogenophaga
hpse:HPF_19665	ec:3.6.1.31	Hydrogenophaga
hpse:HPF_19670	ec:3.5.4.19	Hydrogenophaga
hpse:HPF_19675	ec:4.3.2.10	Hydrogenophaga
hpse:HPF_01390	ec:1.12.99.6	Hydrogenophaga
hpse:HPF_01395	ec:1.12.99.6	Hydrogenophaga
hpse:HPF_01495	ec:1.12.1.2	Hydrogenophaga
hpse:HPF_01505	ec:1.12.1.2	Hydrogenophaga
hpse:HPF_01510	ec:1.12.1.2	Hydrogenophaga
hpse:HPF_01520	ec:1.12.99.6	Hydrogenophaga
hpse:HPF_01525	ec:1.12.99.6	Hydrogenophaga
hpse:HPF_01530	ec:2.7.13.3	Hydrogenophaga
hpse:HPF_01545	ec:3.4.16.4	Hydrogenophaga
hpse:HPF_01565	ec:6.3.5.6	Hydrogenophaga
hpse:HPF_01565	ec:6.3.5.7	Hydrogenophaga
hpse:HPF_01575	ec:6.3.5.6	Hydrogenophaga
hpse:HPF_01575	ec:6.3.5.7	Hydrogenophaga
hpse:HPF_01585	ec:2.4.2.10	Hydrogenophaga
hpse:HPF_01590	ec:3.1.11.2	Hydrogenophaga
hpse:HPF_01600	ec:3.1.2.6	Hydrogenophaga
hpse:HPF_01645	ec:2.6.1.42	Hydrogenophaga
hpse:HPF_05740	ec:2.4.2.9	Hydrogenophaga
hpse:HPF_05755	ec:3.5.4.1	Hydrogenophaga
hpse:HPF_05755	ec:3.5.4.21	Hydrogenophaga
hpse:HPF_05805	ec:7.4.2.1	Hydrogenophaga
hpse:HPF_05850	ec:3.1.1.114	Hydrogenophaga
hpse:HPF_05860	ec:1.17.1.4	Hydrogenophaga
hpse:HPF_05865	ec:1.17.1.4	Hydrogenophaga
hpse:HPF_05900	ec:3.5.4.2	Hydrogenophaga
hpse:HPF_05915	ec:3.5.4.3	Hydrogenophaga
hpse:HPF_05920	ec:3.5.4.13	Hydrogenophaga
hpse:HPF_05925	ec:1.14.19.23	Hydrogenophaga
hpse:HPF_05925	ec:1.14.19.45	Hydrogenophaga
hpse:HPF_05940	ec:3.6.1.41	Hydrogenophaga
hpse:HPF_05955	ec:4.1.1.39	Hydrogenophaga
hpse:HPF_05960	ec:4.1.1.39	Hydrogenophaga
hpse:HPF_10000	ec:2.8.1.12	Hydrogenophaga
hpse:HPF_10015	ec:1.2.1.68	Hydrogenophaga
hpse:HPF_10025	ec:1.20.4.1	Hydrogenophaga
hpse:HPF_10040	ec:2.2.1.6	Hydrogenophaga
hpse:HPF_10100	ec:6.3.5.9	Hydrogenophaga
hpse:HPF_10100	ec:6.3.5.11	Hydrogenophaga
hpse:HPF_10110	ec:2.7.1.156	Hydrogenophaga
hpse:HPF_10110	ec:2.7.7.62	Hydrogenophaga
hpse:HPF_10130	ec:2.5.1.17	Hydrogenophaga
hpse:HPF_10135	ec:2.8.1.6	Hydrogenophaga
hpse:HPF_10140	ec:6.3.1.10	Hydrogenophaga
hpse:HPF_10145	ec:2.6.1.9	Hydrogenophaga
hpse:HPF_10150	ec:6.3.5.10	Hydrogenophaga
hpse:HPF_10155	ec:2.4.2.21	Hydrogenophaga
hpse:HPF_10160	ec:2.7.8.26	Hydrogenophaga
hpse:HPF_10165	ec:3.1.3.73	Hydrogenophaga
hpse:HPF_10175	ec:4.2.99.18	Hydrogenophaga
hpse:HPF_10255	ec:4.2.1.20	Hydrogenophaga
hpse:HPF_10265	ec:3.1.3.3	Hydrogenophaga
hpse:HPF_14605	ec:2.1.1.166	Hydrogenophaga
hpse:HPF_14615	ec:3.4.24.70	Hydrogenophaga
hpse:HPF_14625	ec:5.3.1.6	Hydrogenophaga
hpse:HPF_14630	ec:1.3.5.2	Hydrogenophaga
hpse:HPF_14645	ec:2.7.7.7	Hydrogenophaga
hpse:HPF_14675	ec:2.8.1.7	Hydrogenophaga
hpse:HPF_14705	ec:3.1.1.75	Hydrogenophaga
hpse:HPF_14710	ec:7.2.1.2	Hydrogenophaga
hpse:HPF_14725	ec:4.4.1.5	Hydrogenophaga
hpse:HPF_14730	ec:6.4.1.3	Hydrogenophaga
hpse:HPF_14735	ec:6.4.1.3	Hydrogenophaga
hpse:HPF_14735	ec:2.1.3.15	Hydrogenophaga
hpse:HPF_14745	ec:5.4.99.2	Hydrogenophaga
hpse:HPF_14760	ec:1.8.5.4	Hydrogenophaga
hpse:HPF_14765	ec:5.2.1.8	Hydrogenophaga
hpse:HPF_14780	ec:1.1.1.36	Hydrogenophaga
hpse:HPF_14785	ec:2.3.1.9	Hydrogenophaga
hpse:HPF_14810	ec:2.7.6.1	Hydrogenophaga
hpse:HPF_14815	ec:2.4.2.4	Hydrogenophaga
hpse:HPF_14835	ec:3.7.1.20	Hydrogenophaga
hpse:HPF_14865	ec:6.1.1.20	Hydrogenophaga
hpse:HPF_18890	ec:3.1.21.3	Hydrogenophaga
hpse:HPF_18925	ec:2.7.7.7	Hydrogenophaga
hpse:HPF_18950	ec:6.1.1.6	Hydrogenophaga
hpse:HPF_18995	ec:1.8.1.9	Hydrogenophaga
hpse:HPF_19010	ec:1.14.19.1	Hydrogenophaga
hpse:HPF_19015	ec:2.1.1.176	Hydrogenophaga
hpse:HPF_19025	ec:2.1.2.2	Hydrogenophaga
hpse:HPF_19050	ec:2.7.1.26	Hydrogenophaga
hpse:HPF_19050	ec:2.7.7.2	Hydrogenophaga
hpse:HPF_19055	ec:6.1.1.5	Hydrogenophaga
hpse:HPF_19060	ec:3.4.23.36	Hydrogenophaga
hpse:HPF_19085	ec:1.6.5.5	Hydrogenophaga
hpse:HPF_19095	ec:1.1.1.100	Hydrogenophaga
hpse:HPF_19110	ec:7.4.2.8	Hydrogenophaga
hpse:HPF_23135	ec:3.1.3.45	Hydrogenophaga
hpse:HPF_23140	ec:5.3.1.13	Hydrogenophaga
hpse:HPF_23155	ec:2.4.2.7	Hydrogenophaga
hpse:HPF_23190	ec:3.1.26.5	Hydrogenophaga
hpse:HPF_23340	ec:7.4.2.8	Hydrogenophaga
hpse:HPF_00010	ec:2.7.7.7	Hydrogenophaga
hpse:HPF_00015	ec:5.6.2.2	Hydrogenophaga
hpse:HPF_00025	ec:2.7.11.1	Hydrogenophaga
hpse:HPF_00050	ec:2.7.7.1	Hydrogenophaga
hpse:HPF_00055	ec:6.3.5.1	Hydrogenophaga
hpse:HPF_00060	ec:6.3.4.21	Hydrogenophaga
hpse:HPF_00075	ec:2.5.1.49	Hydrogenophaga
hpse:HPF_00160	ec:1.14.13.7	Hydrogenophaga
hpse:HPF_00200	ec:7.2.2.8	Hydrogenophaga
hpse:HPF_00255	ec:3.5.4.13	Hydrogenophaga
hpse:HPF_04395	ec:1.2.5.3	Hydrogenophaga
hpse:HPF_04420	ec:5.4.99.21	Hydrogenophaga
hpse:HPF_04445	ec:2.1.2.3	Hydrogenophaga
hpse:HPF_04445	ec:3.5.4.10	Hydrogenophaga
hpse:HPF_04470	ec:5.4.3.8	Hydrogenophaga
hpse:HPF_04475	ec:2.7.1.49	Hydrogenophaga
hpse:HPF_04475	ec:2.7.4.7	Hydrogenophaga
hpse:HPF_04510	ec:4.1.99.3	Hydrogenophaga
hpse:HPF_04525	ec:2.4.2.9	Hydrogenophaga
hpse:HPF_04530	ec:2.1.3.2	Hydrogenophaga
hpse:HPF_04535	ec:2.6.1.9	Hydrogenophaga
hpse:HPF_04540	ec:3.5.2.3	Hydrogenophaga
hpse:HPF_04545	ec:2.3.1.51	Hydrogenophaga
hpse:HPF_04550	ec:2.5.1.18	Hydrogenophaga
hpse:HPF_04585	ec:3.4.19.3	Hydrogenophaga
hpse:HPF_04590	ec:7.2.2.7	Hydrogenophaga
hpse:HPF_08670	ec:1.13.12.16	Hydrogenophaga
hpse:HPF_08675	ec:2.4.1.129	Hydrogenophaga
hpse:HPF_08675	ec:3.4.16.4	Hydrogenophaga
hpse:HPF_08690	ec:1.1.1.11	Hydrogenophaga
hpse:HPF_08695	ec:1.1.1.56	Hydrogenophaga
hpse:HPF_08725	ec:2.7.1.12	Hydrogenophaga
hpse:HPF_08745	ec:1.1.1.25	Hydrogenophaga
hpse:HPF_08765	ec:2.7.13.3	Hydrogenophaga
hpse:HPF_08795	ec:4.2.1.96	Hydrogenophaga
hpse:HPF_08800	ec:1.14.16.1	Hydrogenophaga
hpse:HPF_08805	ec:4.1.99.12	Hydrogenophaga
hpse:HPF_08805	ec:3.5.4.25	Hydrogenophaga
hpse:HPF_08845	ec:4.2.3.3	Hydrogenophaga
hpse:HPF_08850	ec:5.3.1.9	Hydrogenophaga
hpse:HPF_08855	ec:4.1.2.14	Hydrogenophaga
hpse:HPF_08855	ec:4.1.3.42	Hydrogenophaga
hpse:HPF_00835	ec:6.2.1.16	Hydrogenophaga
hpse:HPF_00870	ec:3.4.11.18	Hydrogenophaga
hpse:HPF_00905	ec:1.13.11.9	Hydrogenophaga
hpse:HPF_00965	ec:4.1.1.32	Hydrogenophaga
hpse:HPF_00985	ec:4.3.1.19	Hydrogenophaga
hpse:HPF_00995	ec:6.3.5.2	Hydrogenophaga
hpse:HPF_01005	ec:3.6.4.12	Hydrogenophaga
hpse:HPF_01045	ec:2.1.1.192	Hydrogenophaga
hpse:HPF_05295	ec:1.1.1.40	Hydrogenophaga
hpse:HPF_05320	ec:3.5.2.17	Hydrogenophaga
hpse:HPF_05340	ec:1.1.1.284	Hydrogenophaga
hpse:HPF_05340	ec:1.1.1.1	Hydrogenophaga
hpse:HPF_05350	ec:3.1.2.12	Hydrogenophaga
hpse:HPF_05395	ec:1.2.1.16	Hydrogenophaga
hpse:HPF_05395	ec:1.2.1.79	Hydrogenophaga
hpse:HPF_05395	ec:1.2.1.20	Hydrogenophaga
hpse:HPF_05435	ec:4.1.1.47	Hydrogenophaga
hpse:HPF_05440	ec:5.3.1.22	Hydrogenophaga
hpse:HPF_05450	ec:2.7.1.165	Hydrogenophaga
hpse:HPF_09465	ec:5.6.2.2	Hydrogenophaga
hpse:HPF_09475	ec:5.6.2.2	Hydrogenophaga
hpse:HPF_09490	ec:4.3.1.18	Hydrogenophaga
hpse:HPF_09660	ec:4.6.1.1	Hydrogenophaga
hpse:HPF_09680	ec:1.1.1.93	Hydrogenophaga
hpse:HPF_09680	ec:4.1.1.73	Hydrogenophaga
hpse:HPF_09680	ec:1.1.1.83	Hydrogenophaga
hpse:HPF_09695	ec:5.2.1.8	Hydrogenophaga
hpse:HPF_14110	ec:2.3.2.6	Hydrogenophaga
hpse:HPF_14115	ec:2.3.2.29	Hydrogenophaga
hpse:HPF_14130	ec:2.3.3.13	Hydrogenophaga
hpse:HPF_14135	ec:2.7.8.8	Hydrogenophaga
hpse:HPF_14140	ec:1.1.1.86	Hydrogenophaga
hpse:HPF_14145	ec:2.2.1.6	Hydrogenophaga
hpse:HPF_14150	ec:2.2.1.6	Hydrogenophaga
hpse:HPF_14160	ec:2.7.1.107	Hydrogenophaga
hpse:HPF_14175	ec:6.3.5.1	Hydrogenophaga
hpse:HPF_14210	ec:3.6.1.1	Hydrogenophaga
hpse:HPF_14230	ec:4.1.99.22	Hydrogenophaga
hpse:HPF_14235	ec:2.7.7.77	Hydrogenophaga
hpse:HPF_14240	ec:2.10.1.1	Hydrogenophaga
hpse:HPF_14260	ec:3.1.26.4	Hydrogenophaga
hpse:HPF_14270	ec:3.1.2.6	Hydrogenophaga
hpse:HPF_14300	ec:2.7.7.7	Hydrogenophaga
hpse:HPF_18350	ec:2.7.7.75	Hydrogenophaga
hpse:HPF_18360	ec:5.2.1.8	Hydrogenophaga
hpse:HPF_18365	ec:2.6.1.85	Hydrogenophaga
hpse:HPF_18365	ec:4.1.3.38	Hydrogenophaga
hpse:HPF_18370	ec:2.3.1.30	Hydrogenophaga
hpse:HPF_18380	ec:3.1.3.25	Hydrogenophaga
hpse:HPF_18415	ec:3.6.1.27	Hydrogenophaga
hpse:HPF_18450	ec:4.2.1.49	Hydrogenophaga
hpse:HPF_18455	ec:4.3.1.3	Hydrogenophaga
hpse:HPF_18465	ec:3.5.2.7	Hydrogenophaga
hpse:HPF_18470	ec:3.5.3.8	Hydrogenophaga
hpse:HPF_18490	ec:6.1.1.18	Hydrogenophaga
hpse:HPF_18585	ec:1.2.1.11	Hydrogenophaga
hpse:HPF_18595	ec:5.4.99.12	Hydrogenophaga
hpse:HPF_18600	ec:5.3.1.24	Hydrogenophaga
hpse:HPF_18605	ec:4.2.1.20	Hydrogenophaga
hpse:HPF_18610	ec:4.2.1.20	Hydrogenophaga
hpse:HPF_18615	ec:6.4.1.2	Hydrogenophaga
hpse:HPF_18615	ec:2.1.3.15	Hydrogenophaga
hpse:HPF_22600	ec:2.1.2.9	Hydrogenophaga
hpse:HPF_22605	ec:3.5.1.88	Hydrogenophaga
hpse:HPF_22640	ec:1.2.7.8	Hydrogenophaga
hpse:HPF_22690	ec:2.7.13.3	Hydrogenophaga
hpse:HPF_22695	ec:3.5.1.128	Hydrogenophaga
hpse:HPF_22705	ec:2.7.7.42	Hydrogenophaga
hpse:HPF_22705	ec:2.7.7.89	Hydrogenophaga
hpse:HPF_22725	ec:2.1.1.79	Hydrogenophaga
hpse:HPF_22755	ec:2.5.1.18	Hydrogenophaga
hpse:HPF_22760	ec:4.3.2.2	Hydrogenophaga
hpse:HPF_22790	ec:4.6.1.17	Hydrogenophaga
hpse:HPF_22825	ec:3.1.3.16	Hydrogenophaga
hpse:HPF_22830	ec:6.2.1.5	Hydrogenophaga
hpse:HPF_22835	ec:6.2.1.5	Hydrogenophaga
hpse:HPF_22840	ec:1.2.1.38	Hydrogenophaga
hpse:HPF_23375	ec:7.4.2.8	Hydrogenophaga
hpse:HPF_23380	ec:7.4.2.8	Hydrogenophaga
hpse:HPF_03860	ec:2.8.3.18	Hydrogenophaga
hpse:HPF_03870	ec:3.5.2.3	Hydrogenophaga
hpse:HPF_03945	ec:5.1.1.7	Hydrogenophaga
hpse:HPF_03965	ec:2.1.1.191	Hydrogenophaga
hpse:HPF_03985	ec:3.4.25.2	Hydrogenophaga
hpse:HPF_04000	ec:2.1.1.199	Hydrogenophaga
hpse:HPF_04010	ec:3.4.16.4	Hydrogenophaga
hpse:HPF_04015	ec:6.3.2.13	Hydrogenophaga
hpse:HPF_04020	ec:6.3.2.10	Hydrogenophaga
hpse:HPF_04025	ec:2.7.8.13	Hydrogenophaga
hpse:HPF_04030	ec:6.3.2.9	Hydrogenophaga
hpse:HPF_04040	ec:2.4.1.227	Hydrogenophaga
hpse:HPF_04045	ec:6.3.2.8	Hydrogenophaga
hpse:HPF_04050	ec:6.3.2.4	Hydrogenophaga
hpse:HPF_04070	ec:3.5.1.108	Hydrogenophaga
hpse:HPF_04080	ec:3.1.22.4	Hydrogenophaga
hpse:HPF_04085	ec:2.7.7.41	Hydrogenophaga
hpse:HPF_04095	ec:2.4.1.129	Hydrogenophaga
hpse:HPF_08860	ec:4.2.1.12	Hydrogenophaga
hpse:HPF_08865	ec:3.1.1.31	Hydrogenophaga
hpse:HPF_08870	ec:1.1.1.49	Hydrogenophaga
hpse:HPF_08870	ec:1.1.1.363	Hydrogenophaga
hpse:HPF_08875	ec:2.7.1.4	Hydrogenophaga
hpse:HPF_08895	ec:5.1.3.29	Hydrogenophaga
hpse:HPF_08910	ec:2.5.1.75	Hydrogenophaga
hpse:HPF_13040	ec:1.5.5.1	Hydrogenophaga
hpse:HPF_13055	ec:6.2.1.3	Hydrogenophaga
hpse:HPF_13085	ec:6.4.1.2	Hydrogenophaga
hpse:HPF_13085	ec:6.4.1.3	Hydrogenophaga
hpse:HPF_13085	ec:6.3.4.14	Hydrogenophaga
hpse:HPF_13095	ec:6.4.1.4	Hydrogenophaga
hpse:HPF_13145	ec:1.1.9.1	Hydrogenophaga
hpse:HPF_13160	ec:1.14.18.3	Hydrogenophaga
hpse:HPF_13160	ec:1.14.99.39	Hydrogenophaga
hpse:HPF_13170	ec:1.2.1.3	Hydrogenophaga
hpse:HPF_13180	ec:6.2.1.44	Hydrogenophaga
hpse:HPF_13230	ec:6.2.1.1	Hydrogenophaga
hpse:HPF_13245	ec:4.2.1.1	Hydrogenophaga
hpse:HPF_04105	ec:3.1.13.1	Hydrogenophaga
hpse:HPF_08170	ec:7.3.2.7	Hydrogenophaga
hpse:HPF_08185	ec:1.13.11.8	Hydrogenophaga
hpse:HPF_08200	ec:2.7.7.101	Hydrogenophaga
hpse:HPF_08260	ec:5.2.1.8	Hydrogenophaga
hpse:HPF_08265	ec:1.1.1.79	Hydrogenophaga
hpse:HPF_08265	ec:1.1.1.81	Hydrogenophaga
hpse:HPF_08265	ec:1.1.1.215	Hydrogenophaga
hpse:HPF_08325	ec:2.7.13.3	Hydrogenophaga
hpse:HPF_08335	ec:3.6.4.13	Hydrogenophaga
hpse:HPF_08390	ec:1.16.3.3	Hydrogenophaga
hpse:HPF_12545	ec:5.3.4.1	Hydrogenophaga
hpse:HPF_12630	ec:4.1.1.11	Hydrogenophaga
hpse:HPF_12635	ec:2.8.1.6	Hydrogenophaga
hpse:HPF_12640	ec:2.3.3.1	Hydrogenophaga
hpse:HPF_12645	ec:4.1.3.34	Hydrogenophaga
hpse:HPF_12715	ec:2.3.1.9	Hydrogenophaga
hpse:HPF_12720	ec:1.1.1.35	Hydrogenophaga
hpse:HPF_12720	ec:4.2.1.17	Hydrogenophaga
hpse:HPF_12720	ec:5.1.2.3	Hydrogenophaga
hpse:HPF_12725	ec:6.4.1.5	Hydrogenophaga
hpse:HPF_12730	ec:6.4.1.5	Hydrogenophaga
hpse:HPF_16995	ec:1.3.99.16	Hydrogenophaga
hpse:HPF_17010	ec:1.13.11.27	Hydrogenophaga
hpse:HPF_17040	ec:4.2.3.5	Hydrogenophaga
hpse:HPF_17050	ec:2.5.1.49	Hydrogenophaga
hpse:HPF_17090	ec:2.5.1.18	Hydrogenophaga
hpse:HPF_17095	ec:2.1.1.45	Hydrogenophaga
hpse:HPF_17105	ec:1.5.1.3	Hydrogenophaga
hpse:HPF_17135	ec:3.1.11.2	Hydrogenophaga
hpse:HPF_17145	ec:2.7.13.3	Hydrogenophaga
hpse:HPF_17180	ec:5.4.99.19	Hydrogenophaga
hpse:HPF_17185	ec:3.1.3.105	Hydrogenophaga
hpse:HPF_17190	ec:2.1.1.222	Hydrogenophaga
hpse:HPF_17190	ec:2.1.1.64	Hydrogenophaga
hpse:HPF_17205	ec:5.6.2.2	Hydrogenophaga
hpse:HPF_17210	ec:2.6.1.52	Hydrogenophaga
hpse:HPF_17215	ec:5.4.99.5	Hydrogenophaga
hpse:HPF_17215	ec:4.2.1.51	Hydrogenophaga
hpse:HPF_17220	ec:1.3.1.12	Hydrogenophaga
hpse:HPF_17225	ec:2.5.1.19	Hydrogenophaga
hpse:HPF_17255	ec:1.4.5.1	Hydrogenophaga
hpse:HPF_21305	ec:2.5.1.18	Hydrogenophaga
hpse:HPF_21320	ec:4.3.1.19	Hydrogenophaga
hpse:HPF_21335	ec:3.5.2.10	Hydrogenophaga
hpse:HPF_21340	ec:2.1.1.79	Hydrogenophaga
hpse:HPF_21360	ec:4.6.1.1	Hydrogenophaga
hpse:HPF_21410	ec:1.4.9.1	Hydrogenophaga
hpse:HPF_21435	ec:6.2.1.1	Hydrogenophaga
hpse:HPF_21440	ec:1.11.1.21	Hydrogenophaga
hpse:HPF_21460	ec:3.6.4.12	Hydrogenophaga
hpse:HPF_21500	ec:2.1.1.176	Hydrogenophaga
hpse:HPF_21515	ec:2.7.7.6	Hydrogenophaga
hpse:HPF_21520	ec:2.7.7.6	Hydrogenophaga
hpse:HPF_03310	ec:3.2.2.4	Hydrogenophaga
hpse:HPF_03325	ec:1.8.1.7	Hydrogenophaga
hpse:HPF_03350	ec:3.5.3.1	Hydrogenophaga
hpse:HPF_03360	ec:5.4.99.13	Hydrogenophaga
hpse:HPF_03400	ec:2.7.1.33	Hydrogenophaga
hpse:HPF_03465	ec:2.7.2.8	Hydrogenophaga
hpse:HPF_03475	ec:2.7.13.3	Hydrogenophaga
hpse:HPF_03500	ec:1.1.1.35	Hydrogenophaga
hpse:HPF_03505	ec:2.3.1.16	Hydrogenophaga
hpse:HPF_03570	ec:3.1.4.46	Hydrogenophaga
hpse:HPF_07710	ec:1.5.1.38	Hydrogenophaga
hpse:HPF_07750	ec:7.6.2.14	Hydrogenophaga
hpse:HPF_07785	ec:7.3.2.3	Hydrogenophaga
hpse:HPF_07810	ec:2.1.1.72	Hydrogenophaga
hpse:HPF_07820	ec:2.5.1.18	Hydrogenophaga
hpse:HPF_07840	ec:6.5.1.1	Hydrogenophaga
hpse:HPF_07840	ec:6.5.1.6	Hydrogenophaga
hpse:HPF_07840	ec:6.5.1.7	Hydrogenophaga
hpse:HPF_07855	ec:1.4.99.6	Hydrogenophaga
hpse:HPF_11925	ec:1.1.1.61	Hydrogenophaga
